Cluster numberAM{HH1}AM,Household numberAM{HH2}AM,Interviewer numberAM{HH3}AM,Supervisor numberAM{HH4}AM,Day of interviewAM{HH5D}AM,Month of interviewAM{HH5M}AM,Year of interviewAM{HH5Y}AM,AreaAM{HH6}AM,Result of HH interviewAM{HH9}AM,Respondent to HH questionnaireAM{HH10}AM,Number of HH membersAM{HH11}AM,Number of women 15 - 49 yearsAM{HH12}AM,Number of woman' questionnaires completedAM{HH13}AM,Number of children under age 5AM{HH14}AM,Number of under - 5 questionnaires completedAM{HH15}AM,Field editorAM{HH16}AM,Data entry clerkAM{HH17}AM,Start of interview - HourAM{HH18H}AM,Start of interview - MinutesAM{HH18M}AM,End of interview - HourAM{HH19H}AM,End of interview - MinutesAM{HH19M}AM,Main source of drinking waterAM{WS1}AM,Main source of water used for other purposes (if bottled watAM{WS2}AM,Location of the water sourceAM{WS3}AM,Time (in minutes) to get water and come backAM{WS4}AM,Person collecting waterAM{WS5}AM,Treat water to make safer for drinkingAM{WS6}AM,Water treatment: BoilAM{WS7A}AM,Water treatment: Add bleach/chlorineAM{WS7B}AM,Water treatment: Strain it through a clothAM{WS7C}AM,Water treatment: Use water filterAM{WS7D}AM,Water treatment: Solar disinfectionAM{WS7E}AM,Water treatment: Let it stand and settleAM{WS7F}AM,Water treatment: OtherAM{WS7X}AM,Water treatment: DKAM{WS7Z}AM,Type of toilet facilityAM{WS8}AM,Toilet facility sharedAM{WS9}AM,Toilet shared with other household or with general publicAM{WS10}AM,Households using this toilet facilityAM{WS11}AM,Religion of household headAM{HC1A}AM,Denomination of household headAM{HC1B}AM,Ethnic group of household headAM{HC1C}AM,Number of rooms used for sleepingAM{HC2}AM,Main material of floorAM{HC3}AM,Main material of roofAM{HC4}AM,Main material of exterior wallAM{HC5}AM,Type of fuel using for cookingAM{HC6}AM,Cooking locationAM{HC7}AM,ElectricityAM{HC8A}AM,RadioAM{HC8B}AM,TelevisionAM{HC8C}AM,Non-mobile phoneAM{HC8D}AM,RefrigeratorAM{HC8E}AM,ChairAM{HC8F}AM,TableAM{HC8G}AM,SofaAM{HC8H}AM,Kitchen Cupboard/CabinetAM{HC8I}AM,HC8JAM{HC8J}AM,Gas/Electric StoveAM{HC8K}AM,Microwave OvenAM{HC8L}AM,Air Conditioner/ CoolerAM{HC8M}AM,HC8NAM{HC8N}AM,Washing MachineAM{HC8O}AM,DryerAM{HC8P}AM,DishwasherAM{HC8Q}AM,Water HeaterAM{HC8R}AM,WatchAM{HC9A}AM,Mobile telephoneAM{HC9B}AM,BicycleAM{HC9C}AM,Motorcycle or scooterAM{HC9D}AM,Animal-drawn cartAM{HC9E}AM,Car or truckAM{HC9F}AM,Boat with motorAM{HC9G}AM,Household owns the dwellingAM{HC10}AM,Any household member own land that can be used for agricultuAM{HC11}AM,Measuring Unit (1 Hectares 2 Acres)AM{HC12U}AM,Hectares of agricultural land members of household ownsAM{HC12A}AM,Acres of agricultural land members of the household ownsAM{HC12B}AM,Sq ChainsAM{HC12C}AM,Household own any animalsAM{HC13}AM,"Cattle, milk cows, or bullsAM{HC14A}AM","Horses, donkeys, or mulesAM{HC14B}AM",GoatsAM{HC14C}AM,SheepAM{HC14D}AM,ChickensAM{HC14E}AM,HC14FAM{HC14F}AM,Any household member own bank accountAM{HC15}AM,Total children aged 2-14 yearsAM{CD6}AM,Rank number of the selected childAM{CD8}AM,Child line numberAM{CD9}AM,Flag for correct child line numberAM{CDFLAG}AM,Took away privilegesAM{CD11}AM,Explained why behaviour was wrongAM{CD12}AM,Shook childAM{CD13}AM,"Shouted, yelled or screamed at childAM{CD14}AM",Gave child something else to doAM{CD15}AM,"Spanked, hit or slapped child on bottom with bare handAM{CD16}AM","Hit child on the bottom or elsewhere with belt, brush, stickAM{CD17}AM","Called child dumb, lazy or another nameAM{CD18}AM","Hit or slapped child on the face, head or earsAM{CD19}AM","Hit or slapped child on the hand, arm or legAM{CD20}AM",Beat child up as hard as one couldAM{CD21}AM,Isolated childAM{CD21A}AM,Child needs to be physically punished to be brought up propeAM{CD22}AM,Place where household members most often wash their handsAM{HW1}AM,Water available at the place for handwashingAM{HW2}AM,Bar soapAM{HW3A}AM,Detergent (Powder / Liquid / Paste)AM{HW3B}AM,Liquid soapAM{HW3C}AM,Ash / Mud / SandAM{HW3E}AM,NoneAM{HW3Y}AM,Soap/other material available for washing handsAM{HW4}AM,Bar soapAM{HW5A}AM,Detergent (Powder / Liquid / Paste)AM{HW5B}AM,Liquid soapAM{HW5C}AM,Ash / Mud / SandAM{HW5D}AM,Not able / Does not want to showAM{HW5Y}AM,Sex of household headAM{HHSEX}AM,Household sample weightAM{hhweight}AM,Education of household headAM{helevel}AM,ParishAM{HH1A}AM,AreaAM{HH6A}AM,RegionAM{HH6B}AM,Wealth index scoreAM{wscore}AM,Wealth index quintilesAM{windex5}AM,Primary sampling unitAM{PSU}AM,stratumAM{stratum}AM
68.0,11.0,4062.0,2556.0,30.0,1.0,2011.0,KMA,Completed,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,15.0,9.0,15.0,17.0,Public tap / standpipe,,Elsewhere,15.0,Adult man (age 15+ years),No,,,,,,,,,Flush to pit (latrine),Yes,Other households only (not public),2.0,Christianity,Seventh Day,Negro,1.0,Cement,Metal,Reused wood,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Other (not owned or rented),No,,,,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,Not in dwelling/plot/yard,,,,,,,Yes,,,Liquid soap,,,Male,0.6565289753120879,Secondary,2.0,Urban,  KMA,-1.260651399903462,Poorest,68.0,302.0
68.0,12.0,3919.0,2556.0,30.0,1.0,2011.0,KMA,Completed,1.0,2.0,1.0,1.0,0.0,0.0,6.0,2.0,16.0,38.0,16.0,46.0,"Piped into compound, yard or plot",,,,,Yes,Boil,,,,,,,,Pit latrine with slab,No,,,Christianity,Penticostal,Negro,1.0,Cement,Metal,Wood planks / shingles,Charcoal,Outdoors,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Other (not owned or rented),No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,No permission to see,,,,,,,Yes,Bar soap,Detergent (Powder / Liquid / Paste),,,,Female,0.6565289753120879,Secondary,2.0,Urban,  KMA,-1.3476277450615584,Poorest,68.0,302.0
68.0,13.0,4062.0,2556.0,30.0,1.0,2011.0,KMA,Completed,1.0,3.0,1.0,1.0,1.0,1.0,6.0,2.0,15.0,32.0,15.0,52.0,"Piped into compound, yard or plot",,,,,Yes,,Add bleach / chlorine,,,,,,,Flush to piped sewer system,No,,,Christianity,Penticostal,Negro,2.0,Cement,Metal,Reused wood,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Own,Yes,Hectares,DK,,,Yes,0.0,0.0,0.0,0.0,0.0,6.0,Yes,2.0,1.0,2.0,Correct child selected,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Observed,Water is not available,Bar soap,,,,,,,,,,,Female,0.6565289753120879,Tertiary,2.0,Urban,  KMA,-0.205273500173883,Second,68.0,302.0
68.0,14.0,2661.0,2556.0,6.0,2.0,2011.0,KMA,Completed,1.0,3.0,2.0,2.0,0.0,0.0,6.0,2.0,13.0,38.0,13.0,50.0,Piped into dwelling,,,,,No,,,,,,,,,Other,Yes,Other households only (not public),8.0,Christianity,Other,Negro,2.0,Ceramic tiles,Metal,Reused wood,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Other (not owned or rented),No,,,,,No,,,,,,,No,1.0,1.0,3.0,Correct child selected,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Don't know / No opinion,Not in dwelling/plot/yard,,,,,,,Yes,,,,,Not able / Does not want to show,Female,0.6565289753120879,Secondary,2.0,Urban,  KMA,-0.6251507496127797,Second,68.0,302.0
68.0,15.0,4061.0,2556.0,30.0,1.0,2011.0,KMA,Completed,2.0,2.0,1.0,1.0,0.0,0.0,6.0,2.0,16.0,0.0,16.0,5.0,Piped into dwelling,,,,,No,,,,,,,,,Flush to pit (latrine),No,,,Christianity,Seventh Day,Negro,1.0,Ceramic tiles,Metal,Plywood,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,Own,No,,,,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,Observed,Water is available,,,,,None,Yes,,Detergent (Powder / Liquid / Paste),,,,Male,0.6565289753120879,Secondary,2.0,Urban,  KMA,0.13328259187696323,Middle,68.0,302.0
68.0,16.0,2661.0,2556.0,30.0,1.0,2011.0,KMA,Completed,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,17.0,21.0,17.0,32.0,Piped to neighbour,,,,,No,,,,,,,,,Pit latrine without slab / Open pit,No,,,Christianity,Church of God,Negro,1.0,Cement,Metal,Reused wood,No food cooked in household,,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Other (not owned or rented),No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,Other reason,,,,,,,Yes,,,,,Not able / Does not want to show,Male,0.6565289753120879,None/Primary,2.0,Urban,  KMA,-1.9768171759227648,Poorest,68.0,302.0
68.0,17.0,4061.0,2556.0,30.0,1.0,2011.0,KMA,Completed,1.0,4.0,1.0,1.0,2.0,2.0,6.0,2.0,17.0,0.0,17.0,6.0,"Piped into compound, yard or plot",,,,,Yes,Boil,Add bleach / chlorine,,,,,,,Flush to pit (latrine),No,,,Christianity,Church of God,Negro,1.0,Ceramic tiles,Metal,Plywood,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Own,No,,,,,No,,,,,,,Yes,1.0,1.0,3.0,Correct child selected,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Observed,Water is available,,,,,None,Yes,,Detergent (Powder / Liquid / Paste),Liquid soap,,,Female,0.6565289753120879,Secondary,2.0,Urban,  KMA,-0.32238153672648295,Second,68.0,302.0
68.0,18.0,4062.0,2556.0,6.0,2.0,2011.0,KMA,Completed,1.0,5.0,2.0,2.0,2.0,2.0,6.0,2.0,13.0,8.0,13.0,29.0,"Piped into compound, yard or plot",,,,,Yes,,Add bleach / chlorine,,,,,,,Flush to piped sewer system,Yes,Other households only (not public),Ten or more households,Christianity,Penticostal,Negro,2.0,Cement,Metal,Reused wood,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Own,No,,,,,No,,,,,,,Yes,2.0,2.0,5.0,Correct child selected,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No permission to see,,,,,,,Yes,Bar soap,Detergent (Powder / Liquid / Paste),Liquid soap,,,Female,0.6565289753120879,Secondary,2.0,Urban,  KMA,-0.6819957126547184,Second,68.0,302.0
68.0,19.0,4062.0,2556.0,30.0,1.0,2011.0,KMA,Completed,1.0,6.0,1.0,1.0,1.0,1.0,6.0,2.0,17.0,25.0,17.0,33.0,"Piped into compound, yard or plot",,,,,No,,,,,,,,,Flush to pit (latrine),No,,,Christianity,Church of God,Negro,2.0,Other,Metal,Reused wood,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Other (not owned or rented),No,,,,,No,,,,,,,No,3.0,3.0,6.0,Correct child selected,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,Not in dwelling/plot/yard,,,,,,,Yes,Bar soap,,,,,Female,0.6565289753120879,Secondary,2.0,Urban,  KMA,-0.4526711044882494,Second,68.0,302.0
68.0,20.0,2946.0,2556.0,30.0,1.0,2011.0,KMA,Completed,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,17.0,30.0,17.0,35.0,Piped into dwelling,,,,,Yes,Boil,,,,,,,,Pit latrine with slab,No,,,Christianity,Seventh Day,Negro,1.0,Wood planks,Metal,Plywood,Liquefied Petroleum Gas (LPG),,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Own,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,Observed,Water is available,Bar soap,,,E,,,,,,,,Male,0.6565289753120879,None/Primary,2.0,Urban,  KMA,-1.178497291172301,Poorest,68.0,302.0
69.0,1.0,4061.0,2556.0,19.0,1.0,2011.0,KMA,No household member or no competent respondent at home at time of visit,,,,,,,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2.0,Urban,  KMA,0.0,0.0,69.0,302.0
69.0,2.0,4061.0,2556.0,1.0,2.0,2011.0,KMA,Completed,1.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,16.0,5.0,16.0,8.0,Piped into dwelling,,,,,Yes,Boil,,,,,,,,Flush to piped sewer system,No,,,Christianity,Traditional Churches,Negro,5.0,Other,Metal,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Own,No,,,,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,Observed,Water is available,Bar soap,,,,,,,,,,,Male,0.9089150420905983,Secondary,2.0,Urban,  KMA,0.7461692056879659,Fourth,69.0,302.0
69.0,3.0,4061.0,2556.0,19.0,1.0,2011.0,KMA,Completed,1.0,5.0,1.0,1.0,0.0,0.0,5.0,4.0,12.0,20.0,12.0,24.0,Piped into dwelling,,,,,No,,,,,,,,,Flush to piped sewer system,No,,,Christianity,Penticostal,Indian,4.0,Ceramic tiles,Cement,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Own,No,,,,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,Observed,Water is available,Bar soap,,Liquid soap,,,,,,,,,Female,0.9089150420905983,Secondary,2.0,Urban,  KMA,1.0935722648251205,Richest,69.0,302.0
69.0,4.0,4061.0,2556.0,23.0,1.0,2011.0,KMA,Completed,1.0,2.0,0.0,0.0,0.0,0.0,5.0,4.0,14.0,0.0,14.0,7.0,Piped into dwelling,,,,,No,,,,,,,,,Flush to piped sewer system,No,,,Christianity,Traditional Churches,Negro,3.0,Ceramic tiles,Cement,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Own,No,,,,,No,,,,,,,Yes,1.0,1.0,2.0,Correct child selected,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Observed,Water is available,Bar soap,Detergent (Powder / Liquid / Paste),Liquid soap,,,,,,,,,Male,0.9089150420905983,Tertiary,2.0,Urban,  KMA,1.3977198875914743,Richest,69.0,302.0
69.0,5.0,4061.0,2556.0,2.0,2.0,2011.0,KMA,Refused,,,,,,,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2.0,Urban,  KMA,0.0,0.0,69.0,302.0
69.0,6.0,4061.0,2556.0,19.0,1.0,2011.0,KMA,Completed,1.0,4.0,2.0,2.0,1.0,1.0,5.0,4.0,15.0,20.0,15.0,25.0,Piped into dwelling,,,,,Yes,Boil,Add bleach / chlorine,,,,,,,Flush to piped sewer system,No,,,Christianity,Traditional Churches,Negro,3.0,Ceramic tiles,Cement,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Rent,No,,,,,No,,,,,,,Yes,1.0,1.0,4.0,Correct child selected,No,No,No,No,No,No,No,No,No,No,No,No,No,Observed,Water is available,,,Liquid soap,,,,,,,,,Female,0.9089150420905983,Secondary,2.0,Urban,  KMA,1.0963918903193854,Richest,69.0,302.0
69.0,7.0,4061.0,2556.0,19.0,1.0,2011.0,KMA,Completed,1.0,2.0,1.0,1.0,0.0,0.0,5.0,4.0,13.0,25.0,13.0,30.0,Piped into dwelling,,,,,No,,,,,,,,,Flush to piped sewer system,No,,,Christianity,Penticostal,Negro,2.0,Ceramic tiles,Cement,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Own,No,,,,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,Observed,Water is available,,,Liquid soap,,,,,,,,,Female,0.9089150420905983,Secondary,2.0,Urban,  KMA,1.2332518031478312,Richest,69.0,302.0
69.0,8.0,4061.0,2556.0,1.0,2.0,2011.0,KMA,Completed,1.0,1.0,1.0,1.0,0.0,0.0,5.0,4.0,16.0,20.0,16.0,22.0,Piped into dwelling,,,,,Yes,,Add bleach / chlorine,,,,,,,Flush to piped sewer system,No,,,Christianity,Church of God,Negro,1.0,Ceramic tiles,Cement,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Rent,No,,,,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,Observed,Water is available,,,Liquid soap,,,,,,,,,Female,0.9089150420905983,Secondary,2.0,Urban,  KMA,0.8075469268030203,Fourth,69.0,302.0
69.0,9.0,4061.0,2556.0,2.0,2.0,2011.0,KMA,Dwelling vacant / Address not a dwelling,,,,,,,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2.0,Urban,  KMA,0.0,0.0,69.0,302.0
69.0,10.0,4061.0,2556.0,19.0,1.0,2011.0,KMA,Completed,1.0,2.0,0.0,0.0,0.0,0.0,5.0,4.0,13.0,35.0,13.0,45.0,Piped into dwelling,,,,,No,,,,,,,,,Flush to piped sewer system,No,,,Christianity,Traditional Churches,Indian,4.0,Ceramic tiles,Cement,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Own,No,,,,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,Observed,Water is available,Bar soap,,Liquid soap,,,,,,,,,Female,0.9089150420905983,None/Primary,2.0,Urban,  KMA,1.2673136022518527,Richest,69.0,302.0
69.0,11.0,4061.0,2556.0,19.0,1.0,2011.0,KMA,Completed,1.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,13.0,0.0,13.0,5.0,Piped into dwelling,,,,,Yes,Boil,,,,,,,,Flush to piped sewer system,No,,,Christianity,Penticostal,Negro,6.0,Other,Cement,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Own,No,,,,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,Observed,Water is available,,,Liquid soap,,,,,,,,,Female,0.9089150420905983,None/Primary,2.0,Urban,  KMA,0.9794443680240078,Richest,69.0,302.0
69.0,12.0,4061.0,2556.0,19.0,1.0,2011.0,KMA,Completed,2.0,3.0,0.0,0.0,0.0,0.0,5.0,4.0,13.0,15.0,15.0,20.0,Piped into dwelling,,,,,No,,,,,,,,,Flush to piped sewer system,No,,,Christianity,Church of God,Negro,3.0,Ceramic tiles,Cement,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,Own,No,,,,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,Observed,Water is available,Bar soap,,,,,,,,,,,Female,0.9089150420905983,None/Primary,2.0,Urban,  KMA,1.2602651967512324,Richest,69.0,302.0
69.0,13.0,4061.0,2556.0,19.0,1.0,2011.0,KMA,Completed,1.0,3.0,0.0,0.0,1.0,1.0,5.0,4.0,13.0,40.0,14.0,55.0,Piped into dwelling,,,,,Yes,Boil,,,,,,,,Flush to piped sewer system,No,,,Christianity,Traditional Churches,Negro,2.0,Ceramic tiles,Cement,Cement blocks,Electricity,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Missing,Yes,Yes,No,No,No,No,Own,Yes,Acres and Sq. Chains,,25.0,0.0,No,,,,,,,Yes,1.0,1.0,3.0,Correct child selected,No,Yes,No,No,Yes,No,No,No,Missing,No,No,No,No,Observed,Water is available,,,Liquid soap,,,,,,,,,Male,0.9089150420905983,None/Primary,2.0,Urban,  KMA,1.0048454335651118,Richest,69.0,302.0
69.0,14.0,4061.0,2556.0,19.0,1.0,2011.0,KMA,Completed,1.0,5.0,0.0,0.0,0.0,0.0,5.0,4.0,14.0,30.0,15.0,35.0,Piped into dwelling,,,,,Yes,Boil,,,,,,,,Flush to piped sewer system,No,,,Christianity,Church of God,Other,6.0,Ceramic tiles,Cement,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Own,No,,,,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,Observed,Water is available,Bar soap,,Liquid soap,,,,,,,,,Female,0.9089150420905983,None/Primary,2.0,Urban,  KMA,0.5862226443596457,Fourth,69.0,302.0
69.0,15.0,4061.0,2556.0,23.0,1.0,2011.0,KMA,Completed,1.0,3.0,2.0,2.0,1.0,1.0,5.0,4.0,14.0,40.0,14.0,43.0,Piped into dwelling,,,,,No,,,,,,,,,Flush to piped sewer system,No,,,Christianity,Penticostal,Negro,2.0,Ceramic tiles,Metal,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Rent,No,,,,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,Observed,Water is available,Bar soap,,,,,,,,,,,Female,0.9089150420905983,Tertiary,2.0,Urban,  KMA,0.5945286356126214,Fourth,69.0,302.0
69.0,16.0,4061.0,2556.0,19.0,1.0,2011.0,KMA,Completed,1.0,3.0,0.0,0.0,0.0,0.0,5.0,4.0,15.0,50.0,15.0,55.0,Piped into dwelling,,,,,No,,,,,,,,,Flush to piped sewer system,No,,,Christianity,Seventh Day,Negro,3.0,Ceramic tiles,Cement,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Other (not owned or rented),No,,,,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,Observed,Water is available,Bar soap,,,,,,,,,,,Female,0.9089150420905983,None/Primary,2.0,Urban,  KMA,1.2157935666064732,Richest,69.0,302.0
69.0,17.0,4061.0,2556.0,1.0,2.0,2011.0,KMA,Completed,1.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,15.0,10.0,15.0,13.0,Piped into dwelling,,,,,No,,,,,,,,,Flush to piped sewer system,No,,,Christianity,Penticostal,Negro,5.0,Ceramic tiles,Cement,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Own,No,,,,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,Observed,Water is available,,,Liquid soap,,,,,,,,,Male,0.9089150420905983,Secondary,2.0,Urban,  KMA,1.3829176658954807,Richest,69.0,302.0
69.0,18.0,4061.0,2556.0,19.0,1.0,2011.0,KMA,Completed,1.0,2.0,1.0,1.0,0.0,0.0,5.0,4.0,15.0,5.0,15.0,10.0,Piped into dwelling,,,,,Yes,Boil,Add bleach / chlorine,,,,,,,Flush to piped sewer system,No,,,Christianity,Church of God,Negro,1.0,Other,Cement,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Rent,No,,,,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,Observed,Water is available,Bar soap,,Liquid soap,,,,,,,,,Female,0.9089150420905983,Secondary,2.0,Urban,  KMA,0.5057670306143827,Fourth,69.0,302.0
69.0,19.0,4061.0,2556.0,1.0,2.0,2011.0,KMA,Completed,1.0,2.0,0.0,0.0,0.0,0.0,5.0,4.0,15.0,0.0,15.0,4.0,Bottled water,Piped into dwelling,,,,No,,,,,,,,,Flush to piped sewer system,No,,,Christianity,Traditional Churches,Negro,5.0,Other,Cement,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Own,No,,,,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,Observed,Water is available,,,,,None,Yes,Bar soap,,Liquid soap,,,Female,0.9089150420905983,None/Primary,2.0,Urban,  KMA,0.9033455661798542,Fourth,69.0,302.0
69.0,20.0,4061.0,2556.0,19.0,1.0,2011.0,KMA,Completed,2.0,3.0,1.0,1.0,0.0,0.0,5.0,4.0,15.0,30.0,16.0,40.0,Piped into dwelling,,,,,No,,,,,,,,,Flush to piped sewer system,No,,,Christianity,Seventh Day,Indian,4.0,Ceramic tiles,Cement,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Own,No,,,,,No,,,,,,,Yes,1.0,1.0,3.0,Correct child selected,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Observed,Water is available,Bar soap,,,,,,,,,,,Male,0.9089150420905983,Secondary,2.0,Urban,  KMA,1.5564940537351022,Richest,69.0,302.0
